tile_id,image_path,mask_path,klass,source,source_record,source_class,scene_stem,geographic_component_id,oil_fraction,invalid_pixel_fraction,split,mean_value,dark_fraction,published_partition,raw_image_path,raw_mask_path
sos_train_clean_sentinel_1866,data/tiles/images/sos_train_clean_sentinel_1866.npy,,clean,sos,sos,clean,sentinel_1866,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.34462693158318014,,train,raw_downloads/SOS/images/images/train/sentinel_1866.png,raw_downloads/SOS/masks/masks/train/sentinel_1866.png
sos_train_clean_sentinel_1885,data/tiles/images/sos_train_clean_sentinel_1885.npy,,clean,sos,sos,clean,sentinel_1885,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.4029055726294424,,train,raw_downloads/SOS/images/images/train/sentinel_1885.png,raw_downloads/SOS/masks/masks/train/sentinel_1885.png
sos_train_clean_sentinel_189,data/tiles/images/sos_train_clean_sentinel_189.npy,,clean,sos,sos,clean,sentinel_189,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.388323854932598,,train,raw_downloads/SOS/images/images/train/sentinel_189.png,raw_downloads/SOS/masks/masks/train/sentinel_189.png
sos_train_clean_sentinel_1893,data/tiles/images/sos_train_clean_sentinel_1893.npy,,clean,sos,sos,clean,sentinel_1893,SOS_NOT_GEOREFERENCED,0.0,0.0,,0.3758697509765625,,train,raw_downloads/SOS/images/images/train/sentinel_1893.png,raw_downloads/SOS/masks/masks/train/sentinel_1893.png
sos_train_clean_sentinel_1894,data/tiles/images/sos_train_clean_sentinel_1894.npy,,clean,sos,sos,clean,sentinel_1894,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.37764491660922184,,train,raw_downloads/SOS/images/images/train/sentinel_1894.png,raw_downloads/SOS/masks/masks/train/sentinel_1894.png
sos_train_clean_sentinel_1897,data/tiles/images/sos_train_clean_sentinel_1897.npy,,clean,sos,sos,clean,sentinel_1897,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.302317839977788,,train,raw_downloads/SOS/images/images/train/sentinel_1897.png,raw_downloads/SOS/masks/masks/train/sentinel_1897.png
sos_train_clean_sentinel_1899,data/tiles/images/sos_train_clean_sentinel_1899.npy,,clean,sos,sos,clean,sentinel_1899,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3394017836626838,,train,raw_downloads/SOS/images/images/train/sentinel_1899.png,raw_downloads/SOS/masks/masks/train/sentinel_1899.png
sos_train_clean_sentinel_1911,data/tiles/images/sos_train_clean_sentinel_1911.npy,,clean,sos,sos,clean,sentinel_1911,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.32491604674096203,,train,raw_downloads/SOS/images/images/train/sentinel_1911.png,raw_downloads/SOS/masks/masks/train/sentinel_1911.png
sos_train_clean_sentinel_1921,data/tiles/images/sos_train_clean_sentinel_1921.npy,,clean,sos,sos,clean,sentinel_1921,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.31077862907858456,,train,raw_downloads/SOS/images/images/train/sentinel_1921.png,raw_downloads/SOS/masks/masks/train/sentinel_1921.png
sos_train_clean_sentinel_193,data/tiles/images/sos_train_clean_sentinel_193.npy,,clean,sos,sos,clean,sentinel_193,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3441628848805147,,train,raw_downloads/SOS/images/images/train/sentinel_193.png,raw_downloads/SOS/masks/masks/train/sentinel_193.png
sos_train_clean_sentinel_1945,data/tiles/images/sos_train_clean_sentinel_1945.npy,,clean,sos,sos,clean,sentinel_1945,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3309066473268995,,train,raw_downloads/SOS/images/images/train/sentinel_1945.png,raw_downloads/SOS/masks/masks/train/sentinel_1945.png
sos_train_clean_sentinel_1947,data/tiles/images/sos_train_clean_sentinel_1947.npy,,clean,sos,sos,clean,sentinel_1947,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3237200568704044,,train,raw_downloads/SOS/images/images/train/sentinel_1947.png,raw_downloads/SOS/masks/masks/train/sentinel_1947.png
sos_train_clean_sentinel_1953,data/tiles/images/sos_train_clean_sentinel_1953.npy,,clean,sos,sos,clean,sentinel_1953,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3210077023973652,,train,raw_downloads/SOS/images/images/train/sentinel_1953.png,raw_downloads/SOS/masks/masks/train/sentinel_1953.png
sos_train_clean_sentinel_1959,data/tiles/images/sos_train_clean_sentinel_1959.npy,,clean,sos,sos,clean,sentinel_1959,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.4180936327167586,,train,raw_downloads/SOS/images/images/train/sentinel_1959.png,raw_downloads/SOS/masks/masks/train/sentinel_1959.png
sos_train_clean_sentinel_1991,data/tiles/images/sos_train_clean_sentinel_1991.npy,,clean,sos,sos,clean,sentinel_1991,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.37958146637561274,,train,raw_downloads/SOS/images/images/train/sentinel_1991.png,raw_downloads/SOS/masks/masks/train/sentinel_1991.png
sos_train_clean_sentinel_2003,data/tiles/images/sos_train_clean_sentinel_2003.npy,,clean,sos,sos,clean,sentinel_2003,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.35356457280177694,,train,raw_downloads/SOS/images/images/train/sentinel_2003.png,raw_downloads/SOS/masks/masks/train/sentinel_2003.png
sos_train_clean_sentinel_2006,data/tiles/images/sos_train_clean_sentinel_2006.npy,,clean,sos,sos,clean,sentinel_2006,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.39541177188648896,,train,raw_downloads/SOS/images/images/train/sentinel_2006.png,raw_downloads/SOS/masks/masks/train/sentinel_2006.png
sos_train_clean_sentinel_2009,data/tiles/images/sos_train_clean_sentinel_2009.npy,,clean,sos,sos,clean,sentinel_2009,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3630794151156556,,train,raw_downloads/SOS/images/images/train/sentinel_2009.png,raw_downloads/SOS/masks/masks/train/sentinel_2009.png
sos_train_clean_sentinel_2010,data/tiles/images/sos_train_clean_sentinel_2010.npy,,clean,sos,sos,clean,sentinel_2010,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.4081564510569853,,train,raw_downloads/SOS/images/images/train/sentinel_2010.png,raw_downloads/SOS/masks/masks/train/sentinel_2010.png
sos_train_clean_sentinel_2019,data/tiles/images/sos_train_clean_sentinel_2019.npy,,clean,sos,sos,clean,sentinel_2019,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3340788598154105,,train,raw_downloads/SOS/images/images/train/sentinel_2019.png,raw_downloads/SOS/masks/masks/train/sentinel_2019.png
sos_train_clean_sentinel_2023,data/tiles/images/sos_train_clean_sentinel_2023.npy,,clean,sos,sos,clean,sentinel_2023,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.32128768621706494,,train,raw_downloads/SOS/images/images/train/sentinel_2023.png,raw_downloads/SOS/masks/masks/train/sentinel_2023.png
sos_train_clean_sentinel_2024,data/tiles/images/sos_train_clean_sentinel_2024.npy,,clean,sos,sos,clean,sentinel_2024,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.28125137628293506,,train,raw_downloads/SOS/images/images/train/sentinel_2024.png,raw_downloads/SOS/masks/masks/train/sentinel_2024.png
sos_train_clean_sentinel_2025,data/tiles/images/sos_train_clean_sentinel_2025.npy,,clean,sos,sos,clean,sentinel_2025,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.2757961497587316,,train,raw_downloads/SOS/images/images/train/sentinel_2025.png,raw_downloads/SOS/masks/masks/train/sentinel_2025.png
sos_train_clean_sentinel_2026,data/tiles/images/sos_train_clean_sentinel_2026.npy,,clean,sos,sos,clean,sentinel_2026,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.27982764150582107,,train,raw_downloads/SOS/images/images/train/sentinel_2026.png,raw_downloads/SOS/masks/masks/train/sentinel_2026.png
sos_train_clean_sentinel_2029,data/tiles/images/sos_train_clean_sentinel_2029.npy,,clean,sos,sos,clean,sentinel_2029,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.2748575247970282,,train,raw_downloads/SOS/images/images/train/sentinel_2029.png,raw_downloads/SOS/masks/masks/train/sentinel_2029.png
sos_train_clean_sentinel_2030,data/tiles/images/sos_train_clean_sentinel_2030.npy,,clean,sos,sos,clean,sentinel_2030,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.30140087651271447,,train,raw_downloads/SOS/images/images/train/sentinel_2030.png,raw_downloads/SOS/masks/masks/train/sentinel_2030.png
sos_train_clean_sentinel_2215,data/tiles/images/sos_train_clean_sentinel_2215.npy,,clean,sos,sos,clean,sentinel_2215,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.624241668102788,,train,raw_downloads/SOS/images/images/train/sentinel_2215.png,raw_downloads/SOS/masks/masks/train/sentinel_2215.png
sos_train_clean_sentinel_2220,data/tiles/images/sos_train_clean_sentinel_2220.npy,,clean,sos,sos,clean,sentinel_2220,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.5342538272633272,,train,raw_downloads/SOS/images/images/train/sentinel_2220.png,raw_downloads/SOS/masks/masks/train/sentinel_2220.png
sos_train_clean_sentinel_2225,data/tiles/images/sos_train_clean_sentinel_2225.npy,,clean,sos,sos,clean,sentinel_2225,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.5532153559666054,,train,raw_downloads/SOS/images/images/train/sentinel_2225.png,raw_downloads/SOS/masks/masks/train/sentinel_2225.png
sos_train_clean_sentinel_2235,data/tiles/images/sos_train_clean_sentinel_2235.npy,,clean,sos,sos,clean,sentinel_2235,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.5827822816138174,,train,raw_downloads/SOS/images/images/train/sentinel_2235.png,raw_downloads/SOS/masks/masks/train/sentinel_2235.png
sos_train_clean_sentinel_2241,data/tiles/images/sos_train_clean_sentinel_2241.npy,,clean,sos,sos,clean,sentinel_2241,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.5557818244485294,,train,raw_downloads/SOS/images/images/train/sentinel_2241.png,raw_downloads/SOS/masks/masks/train/sentinel_2241.png
sos_train_clean_sentinel_2314,data/tiles/images/sos_train_clean_sentinel_2314.npy,,clean,sos,sos,clean,sentinel_2314,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.5362704407935049,,train,raw_downloads/SOS/images/images/train/sentinel_2314.png,raw_downloads/SOS/masks/masks/train/sentinel_2314.png
sos_train_clean_sentinel_2447,data/tiles/images/sos_train_clean_sentinel_2447.npy,,clean,sos,sos,clean,sentinel_2447,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.31071089202282476,,train,raw_downloads/SOS/images/images/train/sentinel_2447.png,raw_downloads/SOS/masks/masks/train/sentinel_2447.png
sos_train_clean_sentinel_2454,data/tiles/images/sos_train_clean_sentinel_2454.npy,,clean,sos,sos,clean,sentinel_2454,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3975217333026961,,train,raw_downloads/SOS/images/images/train/sentinel_2454.png,raw_downloads/SOS/masks/masks/train/sentinel_2454.png
sos_train_clean_sentinel_2482,data/tiles/images/sos_train_clean_sentinel_2482.npy,,clean,sos,sos,clean,sentinel_2482,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.40797885071997547,,train,raw_downloads/SOS/images/images/train/sentinel_2482.png,raw_downloads/SOS/masks/masks/train/sentinel_2482.png
sos_train_clean_sentinel_2495,data/tiles/images/sos_train_clean_sentinel_2495.npy,,clean,sos,sos,clean,sentinel_2495,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.302623015759038,,train,raw_downloads/SOS/images/images/train/sentinel_2495.png,raw_downloads/SOS/masks/masks/train/sentinel_2495.png
sos_train_clean_sentinel_2502,data/tiles/images/sos_train_clean_sentinel_2502.npy,,clean,sos,sos,clean,sentinel_2502,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3113625919117647,,train,raw_downloads/SOS/images/images/train/sentinel_2502.png,raw_downloads/SOS/masks/masks/train/sentinel_2502.png
sos_train_clean_sentinel_2505,data/tiles/images/sos_train_clean_sentinel_2505.npy,,clean,sos,sos,clean,sentinel_2505,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.31574443742340685,,train,raw_downloads/SOS/images/images/train/sentinel_2505.png,raw_downloads/SOS/masks/masks/train/sentinel_2505.png
sos_train_clean_sentinel_2509,data/tiles/images/sos_train_clean_sentinel_2509.npy,,clean,sos,sos,clean,sentinel_2509,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.30427635043275125,,train,raw_downloads/SOS/images/images/train/sentinel_2509.png,raw_downloads/SOS/masks/masks/train/sentinel_2509.png
sos_train_clean_sentinel_2514,data/tiles/images/sos_train_clean_sentinel_2514.npy,,clean,sos,sos,clean,sentinel_2514,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.2817001043581495,,train,raw_downloads/SOS/images/images/train/sentinel_2514.png,raw_downloads/SOS/masks/masks/train/sentinel_2514.png
sos_train_clean_sentinel_2522,data/tiles/images/sos_train_clean_sentinel_2522.npy,,clean,sos,sos,clean,sentinel_2522,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.36671010933670345,,train,raw_downloads/SOS/images/images/train/sentinel_2522.png,raw_downloads/SOS/masks/masks/train/sentinel_2522.png
sos_train_clean_sentinel_2523,data/tiles/images/sos_train_clean_sentinel_2523.npy,,clean,sos,sos,clean,sentinel_2523,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3265875124463848,,train,raw_downloads/SOS/images/images/train/sentinel_2523.png,raw_downloads/SOS/masks/masks/train/sentinel_2523.png
sos_train_clean_sentinel_2525,data/tiles/images/sos_train_clean_sentinel_2525.npy,,clean,sos,sos,clean,sentinel_2525,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.40202098173253675,,train,raw_downloads/SOS/images/images/train/sentinel_2525.png,raw_downloads/SOS/masks/masks/train/sentinel_2525.png
sos_train_clean_sentinel_2526,data/tiles/images/sos_train_clean_sentinel_2526.npy,,clean,sos,sos,clean,sentinel_2526,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.36714914359298406,,train,raw_downloads/SOS/images/images/train/sentinel_2526.png,raw_downloads/SOS/masks/masks/train/sentinel_2526.png
sos_train_clean_sentinel_2527,data/tiles/images/sos_train_clean_sentinel_2527.npy,,clean,sos,sos,clean,sentinel_2527,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.33244503245634194,,train,raw_downloads/SOS/images/images/train/sentinel_2527.png,raw_downloads/SOS/masks/masks/train/sentinel_2527.png
sos_train_clean_sentinel_2540,data/tiles/images/sos_train_clean_sentinel_2540.npy,,clean,sos,sos,clean,sentinel_2540,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3753473618451287,,train,raw_downloads/SOS/images/images/train/sentinel_2540.png,raw_downloads/SOS/masks/masks/train/sentinel_2540.png
sos_train_clean_sentinel_2545,data/tiles/images/sos_train_clean_sentinel_2545.npy,,clean,sos,sos,clean,sentinel_2545,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.321420347924326,,train,raw_downloads/SOS/images/images/train/sentinel_2545.png,raw_downloads/SOS/masks/masks/train/sentinel_2545.png
sos_train_clean_sentinel_2546,data/tiles/images/sos_train_clean_sentinel_2546.npy,,clean,sos,sos,clean,sentinel_2546,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.40486928902420344,,train,raw_downloads/SOS/images/images/train/sentinel_2546.png,raw_downloads/SOS/masks/masks/train/sentinel_2546.png
sos_train_clean_sentinel_2552,data/tiles/images/sos_train_clean_sentinel_2552.npy,,clean,sos,sos,clean,sentinel_2552,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.38099137848498776,,train,raw_downloads/SOS/images/images/train/sentinel_2552.png,raw_downloads/SOS/masks/masks/train/sentinel_2552.png
sos_train_clean_sentinel_2572,data/tiles/images/sos_train_clean_sentinel_2572.npy,,clean,sos,sos,clean,sentinel_2572,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.32383775898054534,,train,raw_downloads/SOS/images/images/train/sentinel_2572.png,raw_downloads/SOS/masks/masks/train/sentinel_2572.png
sos_train_clean_sentinel_261,data/tiles/images/sos_train_clean_sentinel_261.npy,,clean,sos,sos,clean,sentinel_261,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.4255756452971814,,train,raw_downloads/SOS/images/images/train/sentinel_261.png,raw_downloads/SOS/masks/masks/train/sentinel_261.png
sos_train_clean_sentinel_2628,data/tiles/images/sos_train_clean_sentinel_2628.npy,,clean,sos,sos,clean,sentinel_2628,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.38770464728860293,,train,raw_downloads/SOS/images/images/train/sentinel_2628.png,raw_downloads/SOS/masks/masks/train/sentinel_2628.png
sos_train_clean_sentinel_2631,data/tiles/images/sos_train_clean_sentinel_2631.npy,,clean,sos,sos,clean,sentinel_2631,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.35631432626761644,,train,raw_downloads/SOS/images/images/train/sentinel_2631.png,raw_downloads/SOS/masks/masks/train/sentinel_2631.png
sos_train_clean_sentinel_2632,data/tiles/images/sos_train_clean_sentinel_2632.npy,,clean,sos,sos,clean,sentinel_2632,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3494180118336397,,train,raw_downloads/SOS/images/images/train/sentinel_2632.png,raw_downloads/SOS/masks/masks/train/sentinel_2632.png
sos_train_clean_sentinel_2634,data/tiles/images/sos_train_clean_sentinel_2634.npy,,clean,sos,sos,clean,sentinel_2634,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.321673464307598,,train,raw_downloads/SOS/images/images/train/sentinel_2634.png,raw_downloads/SOS/masks/masks/train/sentinel_2634.png
sos_train_clean_sentinel_2645,data/tiles/images/sos_train_clean_sentinel_2645.npy,,clean,sos,sos,clean,sentinel_2645,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3184470382391238,,train,raw_downloads/SOS/images/images/train/sentinel_2645.png,raw_downloads/SOS/masks/masks/train/sentinel_2645.png
sos_train_clean_sentinel_2654,data/tiles/images/sos_train_clean_sentinel_2654.npy,,clean,sos,sos,clean,sentinel_2654,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3248355042700674,,train,raw_downloads/SOS/images/images/train/sentinel_2654.png,raw_downloads/SOS/masks/masks/train/sentinel_2654.png
sos_train_clean_sentinel_2660,data/tiles/images/sos_train_clean_sentinel_2660.npy,,clean,sos,sos,clean,sentinel_2660,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.335327028760723,,train,raw_downloads/SOS/images/images/train/sentinel_2660.png,raw_downloads/SOS/masks/masks/train/sentinel_2660.png
sos_train_clean_sentinel_2667,data/tiles/images/sos_train_clean_sentinel_2667.npy,,clean,sos,sos,clean,sentinel_2667,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.39845778521369485,,train,raw_downloads/SOS/images/images/train/sentinel_2667.png,raw_downloads/SOS/masks/masks/train/sentinel_2667.png
sos_train_clean_sentinel_267,data/tiles/images/sos_train_clean_sentinel_267.npy,,clean,sos,sos,clean,sentinel_267,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.37249773810891545,,train,raw_downloads/SOS/images/images/train/sentinel_267.png,raw_downloads/SOS/masks/masks/train/sentinel_267.png
sos_train_clean_sentinel_2670,data/tiles/images/sos_train_clean_sentinel_2670.npy,,clean,sos,sos,clean,sentinel_2670,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3590154909620098,,train,raw_downloads/SOS/images/images/train/sentinel_2670.png,raw_downloads/SOS/masks/masks/train/sentinel_2670.png
sos_train_clean_sentinel_2680,data/tiles/images/sos_train_clean_sentinel_2680.npy,,clean,sos,sos,clean,sentinel_2680,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3351559508080576,,train,raw_downloads/SOS/images/images/train/sentinel_2680.png,raw_downloads/SOS/masks/masks/train/sentinel_2680.png
sos_train_clean_sentinel_2682,data/tiles/images/sos_train_clean_sentinel_2682.npy,,clean,sos,sos,clean,sentinel_2682,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.28000410491344974,,train,raw_downloads/SOS/images/images/train/sentinel_2682.png,raw_downloads/SOS/masks/masks/train/sentinel_2682.png
sos_train_clean_sentinel_2683,data/tiles/images/sos_train_clean_sentinel_2683.npy,,clean,sos,sos,clean,sentinel_2683,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.3210626938763787,,train,raw_downloads/SOS/images/images/train/sentinel_2683.png,raw_downloads/SOS/masks/masks/train/sentinel_2683.png
sos_train_clean_sentinel_2684,data/tiles/images/sos_train_clean_sentinel_2684.npy,,clean,sos,sos,clean,sentinel_2684,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.31849167767693015,,train,raw_downloads/SOS/images/images/train/sentinel_2684.png,raw_downloads/SOS/masks/masks/train/sentinel_2684.png
sos_train_clean_sentinel_2686,data/tiles/images/sos_train_clean_sentinel_2686.npy,,clean,sos,sos,clean,sentinel_2686,SOS_NOT_GEOREFERENCED,0.0,0.0,train,0.275704896216299,,train,raw_downloads/SOS/images/images/train/sentinel_2686.png,raw_downloads/SOS/masks/masks/train/sentinel_2686.png
